"subject_id","stimulus","color_scale","color_scale_c1","color_scale_c2","cluster","spatial_config","spatial_config_c","background","background_c","granularity","granularity_c","key_press","left_darkness","response_darker"
21887,"blshift_cont_plasma_white_R_5","plasma",2.04185999210683,-0.226180576073917,"spiral","black_shift",-1,"white",1,"continuous",1,1,-1,1
21910,"blshift_cont_autumn_white_R_2","autumn",-0.489730442981136,-1.36776915295093,"mono","black_shift",-1,"white",1,"continuous",1,1,-1,1
21951,"blshift_cont_gray_black_L_1","gray",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"black",-1,"continuous",1,-1,1,1
21967,"blshift_cont_mako_white_R_4","mako",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"white",1,"continuous",1,-1,-1,0
21991,"blshift_cont_hot_black_L_1","hot",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"black",-1,"continuous",1,1,1,0
22070,"blshift_cont_gray_black_R_4","gray",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"black",-1,"continuous",1,1,-1,1
22122,"blshift_cont_mako_black_R_3","mako",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"black",-1,"continuous",1,1,-1,1
22148,"blshift_cont_viridis_white_L_2","viridis",2.04185999210683,-0.226180576073917,"spiral","black_shift",-1,"white",1,"continuous",1,-1,1,1
22171,"blshift_cont_magma_black_R_3","magma",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"black",-1,"continuous",1,1,-1,1
22281,"blshift_cont_viridis_white_R_3","viridis",2.04185999210683,-0.226180576073917,"spiral","black_shift",-1,"white",1,"continuous",1,-1,-1,0
22347,"blshift_cont_hot_black_R_4","hot",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"black",-1,"continuous",1,-1,-1,0
22362,"blshift_cont_autumn_white_R_3","autumn",-0.489730442981136,-1.36776915295093,"mono","black_shift",-1,"white",1,"continuous",1,1,-1,1
22375,"blshift_cont_gray_white_R_3","gray",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"white",1,"continuous",1,1,-1,1
22395,"blshift_cont_autumn_black_L_2","autumn",-0.489730442981136,-1.36776915295093,"mono","black_shift",-1,"black",-1,"continuous",1,-1,1,1
22406,"blshift_cont_hot_black_R_2","hot",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"black",-1,"continuous",1,1,-1,1
22541,"blshift_cont_brewerBlue_black_L_4","brewerBlue",-0.489730442981136,-1.36776915295093,"mono","black_shift",-1,"black",-1,"continuous",1,-1,1,1
22610,"blshift_cont_magma_white_L_5","magma",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"white",1,"continuous",1,-1,1,1
22644,"blshift_cont_mako_white_L_5","mako",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"white",1,"continuous",1,-1,1,1
22650,"blshift_cont_brewerRed_white_R_4","brewerRed",-0.489730442981136,-1.36776915295093,"mono","black_shift",-1,"white",1,"continuous",1,1,-1,1
22740,"blshift_cont_viridis_white_R_3","viridis",2.04185999210683,-0.226180576073917,"spiral","black_shift",-1,"white",1,"continuous",1,1,-1,1
22761,"blshift_cont_magma_white_R_3","magma",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"white",1,"continuous",1,1,-1,1
22833,"blshift_cont_magma_white_L_1","magma",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"white",1,"continuous",1,-1,1,1
22887,"blshift_cont_brewerRed_white_R_4","brewerRed",-0.489730442981136,-1.36776915295093,"mono","black_shift",-1,"white",1,"continuous",1,-1,-1,0
22906,"blshift_cont_gray_black_R_5","gray",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"black",-1,"continuous",1,-1,-1,0
22951,"blshift_cont_winter_white_L_4","winter",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"white",1,"continuous",1,-1,1,1
23011,"blshift_cont_brewerRed_black_L_1","brewerRed",-0.489730442981136,-1.36776915295093,"mono","black_shift",-1,"black",-1,"continuous",1,1,1,0
23030,"blshift_cont_brewerBlue_white_R_2","brewerBlue",-0.489730442981136,-1.36776915295093,"mono","black_shift",-1,"white",1,"continuous",1,1,-1,1
23101,"blshift_cont_gray_white_L_3","gray",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"white",1,"continuous",1,-1,1,1
23125,"blshift_cont_winter_white_L_1","winter",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"white",1,"continuous",1,-1,1,1
23201,"blshift_cont_plasma_white_R_3","plasma",2.04185999210683,-0.226180576073917,"spiral","black_shift",-1,"white",1,"continuous",1,-1,-1,0
23233,"blshift_cont_viridis_black_R_1","viridis",2.04185999210683,-0.226180576073917,"spiral","black_shift",-1,"black",-1,"continuous",1,-1,-1,0
23286,"blshift_cont_gray_white_R_2","gray",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"white",1,"continuous",1,1,-1,1
23297,"blshift_cont_autumn_white_R_3","autumn",-0.489730442981136,-1.36776915295093,"mono","black_shift",-1,"white",1,"continuous",1,1,-1,1
23343,"blshift_cont_gray_black_R_1","gray",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"black",-1,"continuous",1,1,-1,1
23499,"blshift_cont_gray_white_R_5","gray",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"white",1,"continuous",1,-1,-1,0
23508,"blshift_cont_viridis_black_L_2","viridis",2.04185999210683,-0.226180576073917,"spiral","black_shift",-1,"black",-1,"continuous",1,1,1,0
23528,"blshift_cont_mako_white_L_1","mako",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"white",1,"continuous",1,-1,1,1
23535,"blshift_cont_magma_white_R_3","magma",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"white",1,"continuous",1,-1,-1,0
23540,"blshift_cont_magma_white_L_1","magma",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"white",1,"continuous",1,1,1,0
23556,"blshift_cont_magma_white_L_2","magma",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"white",1,"continuous",1,1,1,0
23655,"blshift_cont_gray_black_R_2","gray",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"black",-1,"continuous",1,1,-1,1
23759,"blshift_cont_plasma_black_R_5","plasma",2.04185999210683,-0.226180576073917,"spiral","black_shift",-1,"black",-1,"continuous",1,1,-1,1
23787,"blshift_cont_mako_black_L_3","mako",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"black",-1,"continuous",1,1,1,0
23847,"blshift_cont_mako_white_R_3","mako",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"white",1,"continuous",1,-1,-1,0
23860,"blshift_cont_plasma_black_L_4","plasma",2.04185999210683,-0.226180576073917,"spiral","black_shift",-1,"black",-1,"continuous",1,1,1,0
23890,"blshift_cont_brewerBlue_white_R_4","brewerBlue",-0.489730442981136,-1.36776915295093,"mono","black_shift",-1,"white",1,"continuous",1,1,-1,1
23920,"blshift_cont_magma_white_L_5","magma",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"white",1,"continuous",1,-1,1,1
23958,"blshift_cont_plasma_white_L_5","plasma",2.04185999210683,-0.226180576073917,"spiral","black_shift",-1,"white",1,"continuous",1,-1,1,1
23998,"blshift_cont_gray_black_L_4","gray",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"black",-1,"continuous",1,1,1,0
24033,"blshift_cont_plasma_black_L_1","plasma",2.04185999210683,-0.226180576073917,"spiral","black_shift",-1,"black",-1,"continuous",1,-1,1,1
24068,"blshift_cont_viridis_black_L_5","viridis",2.04185999210683,-0.226180576073917,"spiral","black_shift",-1,"black",-1,"continuous",1,1,1,0
24138,"blshift_cont_gray_white_L_3","gray",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"white",1,"continuous",1,-1,1,1
24168,"blshift_cont_magma_white_L_3","magma",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"white",1,"continuous",1,1,1,0
24240,"blshift_cont_hot_white_R_3","hot",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"white",1,"continuous",1,-1,-1,0
24268,"blshift_cont_brewerRed_white_R_1","brewerRed",-0.489730442981136,-1.36776915295093,"mono","black_shift",-1,"white",1,"continuous",1,1,-1,1
24286,"blshift_cont_autumn_white_L_2","autumn",-0.489730442981136,-1.36776915295093,"mono","black_shift",-1,"white",1,"continuous",1,-1,1,1
24291,"blshift_cont_brewerBlue_white_L_1","brewerBlue",-0.489730442981136,-1.36776915295093,"mono","black_shift",-1,"white",1,"continuous",1,-1,1,1
24309,"blshift_cont_hot_white_L_1","hot",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"white",1,"continuous",1,-1,1,1
24315,"blshift_cont_winter_black_R_2","winter",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"black",-1,"continuous",1,-1,-1,0
24390,"blshift_cont_autumn_white_L_1","autumn",-0.489730442981136,-1.36776915295093,"mono","black_shift",-1,"white",1,"continuous",1,-1,1,1
24501,"blshift_cont_plasma_black_R_2","plasma",2.04185999210683,-0.226180576073917,"spiral","black_shift",-1,"black",-1,"continuous",1,-1,-1,0
24506,"blshift_cont_mako_white_L_3","mako",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"white",1,"continuous",1,1,1,0
24613,"blshift_cont_plasma_white_L_4","plasma",2.04185999210683,-0.226180576073917,"spiral","black_shift",-1,"white",1,"continuous",1,-1,1,1
24615,"blshift_cont_brewerBlue_white_R_2","brewerBlue",-0.489730442981136,-1.36776915295093,"mono","black_shift",-1,"white",1,"continuous",1,1,-1,1
24683,"blshift_cont_brewerBlue_black_L_5","brewerBlue",-0.489730442981136,-1.36776915295093,"mono","black_shift",-1,"black",-1,"continuous",1,-1,1,1
24723,"blshift_cont_autumn_black_R_4","autumn",-0.489730442981136,-1.36776915295093,"mono","black_shift",-1,"black",-1,"continuous",1,1,-1,1
24748,"blshift_cont_plasma_white_L_4","plasma",2.04185999210683,-0.226180576073917,"spiral","black_shift",-1,"white",1,"continuous",1,-1,1,1
24793,"blshift_cont_viridis_black_L_3","viridis",2.04185999210683,-0.226180576073917,"spiral","black_shift",-1,"black",-1,"continuous",1,1,1,0
24893,"blshift_cont_brewerRed_white_R_4","brewerRed",-0.489730442981136,-1.36776915295093,"mono","black_shift",-1,"white",1,"continuous",1,-1,-1,0
25018,"blshift_cont_brewerBlue_black_R_1","brewerBlue",-0.489730442981136,-1.36776915295093,"mono","black_shift",-1,"black",-1,"continuous",1,1,-1,1
25045,"blshift_cont_autumn_white_L_4","autumn",-0.489730442981136,-1.36776915295093,"mono","black_shift",-1,"white",1,"continuous",1,-1,1,1
25055,"blshift_cont_hot_black_R_4","hot",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"black",-1,"continuous",1,1,-1,1
25071,"blshift_cont_autumn_white_R_4","autumn",-0.489730442981136,-1.36776915295093,"mono","black_shift",-1,"white",1,"continuous",1,1,-1,1
25197,"blshift_cont_brewerRed_black_R_4","brewerRed",-0.489730442981136,-1.36776915295093,"mono","black_shift",-1,"black",-1,"continuous",1,1,-1,1
25258,"blshift_cont_gray_white_R_4","gray",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"white",1,"continuous",1,1,-1,1
25493,"blshift_cont_viridis_black_R_2","viridis",2.04185999210683,-0.226180576073917,"spiral","black_shift",-1,"black",-1,"continuous",1,1,-1,1
25572,"blshift_cont_brewerRed_black_R_1","brewerRed",-0.489730442981136,-1.36776915295093,"mono","black_shift",-1,"black",-1,"continuous",1,1,-1,1
25608,"blshift_cont_mako_white_L_2","mako",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"white",1,"continuous",1,-1,1,1
25731,"blshift_cont_magma_black_R_4","magma",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"black",-1,"continuous",1,1,-1,1
25749,"blshift_cont_gray_white_L_3","gray",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"white",1,"continuous",1,-1,1,1
25751,"blshift_cont_autumn_white_L_2","autumn",-0.489730442981136,-1.36776915295093,"mono","black_shift",-1,"white",1,"continuous",1,1,1,0
25843,"blshift_cont_hot_black_R_4","hot",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"black",-1,"continuous",1,-1,-1,0
25932,"blshift_cont_gray_white_L_1","gray",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"white",1,"continuous",1,-1,1,1
25997,"blshift_cont_plasma_black_R_4","plasma",2.04185999210683,-0.226180576073917,"spiral","black_shift",-1,"black",-1,"continuous",1,-1,-1,0
26002,"blshift_cont_brewerBlue_white_L_4","brewerBlue",-0.489730442981136,-1.36776915295093,"mono","black_shift",-1,"white",1,"continuous",1,-1,1,1
26148,"blshift_cont_hot_white_R_3","hot",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"white",1,"continuous",1,-1,-1,0
26169,"blshift_cont_gray_black_L_2","gray",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"black",-1,"continuous",1,-1,1,1
26193,"blshift_cont_winter_black_R_4","winter",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"black",-1,"continuous",1,-1,-1,0
26224,"blshift_cont_winter_black_R_2","winter",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"black",-1,"continuous",1,1,-1,1
26269,"blshift_cont_hot_white_L_2","hot",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"white",1,"continuous",1,1,1,0
26284,"blshift_cont_magma_white_L_4","magma",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"white",1,"continuous",1,1,1,0
26349,"blshift_cont_hot_white_R_1","hot",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"white",1,"continuous",1,1,-1,1
26392,"blshift_cont_autumn_white_R_4","autumn",-0.489730442981136,-1.36776915295093,"mono","black_shift",-1,"white",1,"continuous",1,1,-1,1
26405,"blshift_cont_brewerRed_black_L_5","brewerRed",-0.489730442981136,-1.36776915295093,"mono","black_shift",-1,"black",-1,"continuous",1,-1,1,1
26671,"blshift_cont_brewerRed_white_R_5","brewerRed",-0.489730442981136,-1.36776915295093,"mono","black_shift",-1,"white",1,"continuous",1,-1,-1,0
26698,"blshift_cont_mako_black_R_4","mako",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"black",-1,"continuous",1,-1,-1,0
26776,"blshift_cont_winter_white_R_1","winter",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"white",1,"continuous",1,1,-1,1
26809,"blshift_cont_winter_white_R_5","winter",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"white",1,"continuous",1,1,-1,1
26817,"blshift_cont_magma_black_L_2","magma",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"black",-1,"continuous",1,-1,1,1
26832,"blshift_cont_winter_white_L_4","winter",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"white",1,"continuous",1,-1,1,1
26836,"blshift_cont_brewerBlue_white_L_2","brewerBlue",-0.489730442981136,-1.36776915295093,"mono","black_shift",-1,"white",1,"continuous",1,-1,1,1
26886,"blshift_cont_brewerBlue_black_L_2","brewerBlue",-0.489730442981136,-1.36776915295093,"mono","black_shift",-1,"black",-1,"continuous",1,-1,1,1
26901,"blshift_cont_plasma_white_R_5","plasma",2.04185999210683,-0.226180576073917,"spiral","black_shift",-1,"white",1,"continuous",1,1,-1,1
26902,"blshift_cont_autumn_black_L_5","autumn",-0.489730442981136,-1.36776915295093,"mono","black_shift",-1,"black",-1,"continuous",1,-1,1,1
26908,"blshift_cont_brewerRed_black_L_3","brewerRed",-0.489730442981136,-1.36776915295093,"mono","black_shift",-1,"black",-1,"continuous",1,-1,1,1
27033,"blshift_cont_plasma_white_L_5","plasma",2.04185999210683,-0.226180576073917,"spiral","black_shift",-1,"white",1,"continuous",1,-1,1,1
27038,"blshift_cont_magma_black_L_3","magma",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"black",-1,"continuous",1,-1,1,1
27060,"blshift_cont_plasma_white_L_1","plasma",2.04185999210683,-0.226180576073917,"spiral","black_shift",-1,"white",1,"continuous",1,-1,1,1
27127,"blshift_cont_gray_black_R_1","gray",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"black",-1,"continuous",1,-1,-1,0
27136,"blshift_cont_hot_black_R_1","hot",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"black",-1,"continuous",1,-1,-1,0
27142,"blshift_cont_gray_white_R_1","gray",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"white",1,"continuous",1,-1,-1,0
27181,"blshift_cont_brewerBlue_black_R_5","brewerBlue",-0.489730442981136,-1.36776915295093,"mono","black_shift",-1,"black",-1,"continuous",1,1,-1,1
27183,"blshift_cont_magma_black_L_5","magma",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"black",-1,"continuous",1,1,1,0
27186,"blshift_cont_brewerRed_white_R_1","brewerRed",-0.489730442981136,-1.36776915295093,"mono","black_shift",-1,"white",1,"continuous",1,1,-1,1
27189,"blshift_cont_plasma_white_L_3","plasma",2.04185999210683,-0.226180576073917,"spiral","black_shift",-1,"white",1,"continuous",1,-1,1,1
27234,"blshift_cont_mako_black_R_4","mako",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"black",-1,"continuous",1,-1,-1,0
27246,"blshift_cont_brewerBlue_black_L_1","brewerBlue",-0.489730442981136,-1.36776915295093,"mono","black_shift",-1,"black",-1,"continuous",1,1,1,0
27255,"blshift_cont_plasma_black_L_2","plasma",2.04185999210683,-0.226180576073917,"spiral","black_shift",-1,"black",-1,"continuous",1,1,1,0
27280,"blshift_cont_autumn_black_L_4","autumn",-0.489730442981136,-1.36776915295093,"mono","black_shift",-1,"black",-1,"continuous",1,-1,1,1
27330,"blshift_cont_autumn_black_R_5","autumn",-0.489730442981136,-1.36776915295093,"mono","black_shift",-1,"black",-1,"continuous",1,1,-1,1
27340,"blshift_cont_gray_white_R_5","gray",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"white",1,"continuous",1,1,-1,1
27351,"blshift_cont_plasma_black_R_4","plasma",2.04185999210683,-0.226180576073917,"spiral","black_shift",-1,"black",-1,"continuous",1,1,-1,1
27352,"blshift_cont_plasma_white_R_1","plasma",2.04185999210683,-0.226180576073917,"spiral","black_shift",-1,"white",1,"continuous",1,1,-1,1
27379,"blshift_cont_autumn_white_R_4","autumn",-0.489730442981136,-1.36776915295093,"mono","black_shift",-1,"white",1,"continuous",1,-1,-1,0
27425,"blshift_cont_hot_white_L_2","hot",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"white",1,"continuous",1,-1,1,1
27436,"blshift_cont_viridis_white_R_2","viridis",2.04185999210683,-0.226180576073917,"spiral","black_shift",-1,"white",1,"continuous",1,1,-1,1
27468,"blshift_cont_gray_black_R_2","gray",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"black",-1,"continuous",1,1,-1,1
27512,"blshift_cont_autumn_white_L_5","autumn",-0.489730442981136,-1.36776915295093,"mono","black_shift",-1,"white",1,"continuous",1,-1,1,1
27634,"blshift_cont_brewerBlue_black_L_1","brewerBlue",-0.489730442981136,-1.36776915295093,"mono","black_shift",-1,"black",-1,"continuous",1,-1,1,1
27678,"blshift_cont_magma_white_L_4","magma",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"white",1,"continuous",1,1,1,0
27686,"blshift_cont_autumn_white_R_3","autumn",-0.489730442981136,-1.36776915295093,"mono","black_shift",-1,"white",1,"continuous",1,1,-1,1
27691,"blshift_cont_magma_white_R_5","magma",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"white",1,"continuous",1,-1,-1,0
27698,"blshift_cont_brewerRed_white_R_2","brewerRed",-0.489730442981136,-1.36776915295093,"mono","black_shift",-1,"white",1,"continuous",1,1,-1,1
27706,"blshift_cont_autumn_white_R_5","autumn",-0.489730442981136,-1.36776915295093,"mono","black_shift",-1,"white",1,"continuous",1,-1,-1,0
27766,"blshift_cont_gray_white_L_3","gray",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"white",1,"continuous",1,-1,1,1
27777,"blshift_cont_hot_black_R_1","hot",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"black",-1,"continuous",1,-1,-1,0
27786,"blshift_cont_magma_white_L_1","magma",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"white",1,"continuous",1,-1,1,1
27804,"blshift_cont_magma_white_L_4","magma",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"white",1,"continuous",1,-1,1,1
27828,"blshift_cont_hot_white_L_1","hot",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"white",1,"continuous",1,1,1,0
27882,"blshift_cont_winter_black_R_4","winter",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"black",-1,"continuous",1,-1,-1,0
27974,"blshift_cont_hot_white_R_1","hot",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"white",1,"continuous",1,1,-1,1
28097,"blshift_cont_mako_white_R_5","mako",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"white",1,"continuous",1,1,-1,1
28217,"blshift_cont_autumn_black_R_2","autumn",-0.489730442981136,-1.36776915295093,"mono","black_shift",-1,"black",-1,"continuous",1,1,-1,1
28260,"blshift_cont_plasma_white_R_1","plasma",2.04185999210683,-0.226180576073917,"spiral","black_shift",-1,"white",1,"continuous",1,1,-1,1
28297,"blshift_cont_autumn_black_L_3","autumn",-0.489730442981136,-1.36776915295093,"mono","black_shift",-1,"black",-1,"continuous",1,-1,1,1
28363,"blshift_cont_hot_white_L_3","hot",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"white",1,"continuous",1,1,1,0
28372,"blshift_cont_brewerBlue_black_R_4","brewerBlue",-0.489730442981136,-1.36776915295093,"mono","black_shift",-1,"black",-1,"continuous",1,1,-1,1
28389,"blshift_cont_brewerBlue_white_R_3","brewerBlue",-0.489730442981136,-1.36776915295093,"mono","black_shift",-1,"white",1,"continuous",1,1,-1,1
28435,"blshift_cont_brewerRed_black_L_4","brewerRed",-0.489730442981136,-1.36776915295093,"mono","black_shift",-1,"black",-1,"continuous",1,-1,1,1
28444,"blshift_cont_magma_white_L_4","magma",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"white",1,"continuous",1,1,1,0
28470,"blshift_cont_plasma_black_L_3","plasma",2.04185999210683,-0.226180576073917,"spiral","black_shift",-1,"black",-1,"continuous",1,1,1,0
28525,"blshift_cont_hot_white_L_4","hot",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"white",1,"continuous",1,-1,1,1
28553,"blshift_cont_gray_white_L_4","gray",-0.489730442981136,0.915408000803096,"blackwhite","black_shift",-1,"white",1,"continuous",1,-1,1,1
28564,"blshift_cont_autumn_white_L_5","autumn",-0.489730442981136,-1.36776915295093,"mono","black_shift",-1,"white",1,"continuous",1,-1,1,1
28575,"blshift_cont_brewerRed_white_R_4","brewerRed",-0.489730442981136,-1.36776915295093,"mono","black_shift",-1,"white",1,"continuous",1,1,-1,1
28580,"blshift_cont_plasma_white_L_5","plasma",2.04185999210683,-0.226180576073917,"spiral","black_shift",-1,"white",1,"continuous",1,1,1,0
28618,"blshift_cont_plasma_black_R_3","plasma",2.04185999210683,-0.226180576073917,"spiral","black_shift",-1,"black",-1,"continuous",1,1,-1,1
